segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,1,1.0,0.0,0.0,0.0
Non-boundary,59,0.9830508474576272,1.0,0.972972972972973,0.01694915254237288
Overall,60,0.9833333333333333,1.0,0.972972972972973,0.016666666666666666
