Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 15,Unnamed: 16,CellD_x_Resin,Barrier_x_Outer,discrete_combo_id,oof_predicted_label
5,13.88514749,Si1,0.708211121,Si1,2.843611137,2.21911424,1,412.7974615,668.1009903,-0.001013936,0.030756066,1216.364805,195.000001,93.1,,,30.812728519559258,2.013877031022855,combo_002,0
16,13.15044621,Si1,1.16594142,Si1,1.226932391,2.253377731,1,400.5222103,798.3703781,0.043786728,0.038672949,1129.194861,188.000001,86.4,,,29.63292264232735,1.4305312942065354,combo_002,0
51,13.81225562,Si1,1.278013041,PU,1.30677945,2.439894897,1,404.8669592,582.7382892,0.037313372,0.035968746,1167.300532,200.000001,88.0,,,33.70045200329757,1.6700811788108074,combo_001,0
10,8.752161841,Si1,1.467544847,Si1,1.210559771,0.912920274,0,313.6089676,284.3520239,0.000209654,0.055424328,791.1412561,161.3,70.1,,,7.990025985978064,1.7765507539165502,combo_002,1
11,10.11422216,Si1,1.553123278,Si1,1.106329208,0.736713214,1,330.9980509,895.3526074,0.010479337,0.037774353,868.5492916,168.000001,75.9,,,7.451281114603622,1.7182656460761039,combo_002,0
12,11.50600979,Si1,1.519278196,PU,1.12111284,1.167976136,1,358.6823673,950.8795501,-0.023672521,0.037597534,971.2930595,180.000001,80.2,,,13.438744855302373,1.7032822930676368,combo_001,0
4,13.53521044,Si1,0.975158004,PU,2.45834952,0.857210104,1,401.5007221,560.0153147,0.02666765,0.031935334,1210.748474,198.000001,91.0,,,11.602519148934286,2.3972792110575583,combo_001,0
17,11.66372029,Si1,0.963934401,PU,2.892410322,0.75588978,1,372.3804656,934.6603,0.002541987,0.055429414,1068.585718,187.5,85.0,,,8.816486963989636,2.788093811183287,combo_001,0
10,10.34399027,Si1,1.561396275,PU,1.130514059,1.582396536,1,339.6169286,686.7543141,-0.007732942,0.035671314,886.7994994,170.000001,74.9,,,16.36829437166571,1.76518044055773,combo_001,0
16,13.99767871,Si1,0.918833763,PU,2.695386398,1.351074969,1,411.5138018,537.5343143,-0.003067128,0.037146328,1245.098003,185.000001,94.1,,,18.91191332918521,2.476612026813356,combo_001,0
18,9.881964238,Si1,1.099430224,PU,2.673421705,1.892218877,1,353.550196,879.9395417,0.001665293,0.028785779,938.9059654,178.000001,79.2,,,18.69883927298252,2.939240623974612,combo_001,0
8,8.529271464,Si1,1.513040413,Si1,1.114374079,1.483803178,0,311.5200748,279.9546561,0.000612245,0.055301036,762.2272419,158.4,69.7,,,12.655760104307914,1.6860930167266546,combo_002,1
12,10.50618204,Si1,1.055547156,Si1,2.549243282,1.238344895,0,351.3714815,284.9724693,0.002281541,0.055381991,954.25205,193.4,81.9,,,13.010276895174686,2.690846496267206,combo_002,1
14,12.03263349,Si1,0.993864099,Si1,2.429992263,0.668172287,0,372.2522275,280.826679,0.001458329,0.055166588,1066.157842,197.9,87.0,,,8.039872237646092,2.4150820710434657,combo_002,1
18,9.968981313,Si1,1.213228216,PU,2.082808829,2.492800012,1,354.0420311,971.0765389,0.001200373,0.037691697,937.4743389,172.000001,80.2,,,24.850676736674178,2.5269224398767194,combo_001,0
20,9.658321629,Si1,1.3448167,PU,1.66062974,0.964675544,1,336.5611044,518.2426137,0.000232308,0.043906212,896.8577577,155.000001,80.2,,,9.31714667158254,2.233242606868658,combo_001,0
2,11.43013014,Si1,1.114888706,PU,2.261158985,0.579141747,1,363.8988415,903.7484,0.01189394,0.02959655,1051.22116,192.0,84.1,,,6.619665537716954,2.520940614846923,combo_001,0
4,11.97090622,Si1,1.067822651,PU,2.205648366,1.183619162,0,380.2583755,284.8876553,-0.001450613,0.055311652,1106.716753,198.8,85.8,,,14.168993988496988,2.3552412853559384,combo_001,1
6,12.30884734,Si1,1.000491549,PU,2.479087253,0.815113543,0,384.213685,283.5529252,0.001492856,0.055218549,1127.77322,198.9,87.1,,,10.033108165553527,2.4803058458601246,combo_001,1
7,11.46218297,Si1,0.939764217,PU,2.979647604,2.404168149,0,379.37083,284.3519708,0.001387023,0.055213053,1066.190154,204.8,83.9,,,27.557015214484228,2.8001661975089864,combo_001,1
8,11.50539229,Si1,1.029614874,PU,2.534272148,1.227559433,0,374.0003201,284.5108889,0.001392424,0.055319995,1061.538707,198.0,84.1,,,14.12355283595497,2.6093242983447293,combo_001,1
9,8.343391202,Si1,1.466429671,PU,1.269276384,0.5519769,1,311.1324763,618.4117366,-0.000199435,0.04407508,786.2336651,148.000001,72.3,,,4.605359211167233,1.8613045501971899,combo_001,0
14,8.080901898,Si1,1.44711893,PU,1.158711716,0.704050247,0,306.0849239,281.026656,0.000192873,0.055330768,752.8775881,144.6,68.2,,,5.6893609772696685,1.6767936586363839,combo_001,1
16,13.9319673,Si1,1.049997399,PU,2.181545924,2.226610357,1,411.2173031,611.6297869,-0.023401298,0.030862582,1253.267641,206.000001,93.0,,,31.02106268356533,2.2906175459990514,combo_001,0
