sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,CellD_x_Resin,Barrier_x_Outer
1,boundary,gp,10.376701635529802,1.4082380662281375,1.30092567815652,2.4082476296322177,Si1,PU,combo_001,0.5043657714530809,0.4956342285469191,0.9912684570938382,0.26811452331185653,0.8233559897021603,353.6438036138926,1.0107246494979323,0.0,0.15851306347266228,0.9999998879999998,0.8610185317389222,0.4568544536012993,0.4793456959268696,0.057627349549779126,24.989667117165403,1.832013061313666
2,boundary,gp,11.13575792959112,1.4790347978259075,1.1627530141190092,1.8577867584055732,Si1,PU,combo_001,0.5003750319203248,0.49962496807967516,0.9992499361593503,0.2711007020874263,0.8327660341749396,359.2141644803981,0.8481085117276765,0.0,0.09959138630361042,0.9999998879999998,0.8596665046147647,0.4680529012247196,0.4662546208575211,0.3107286546576657,20.687863626404244,1.7197521691589734
3,boundary,gp,9.867226969891489,1.436520096184745,1.4309711702340748,0.8624791614218694,Si1,Si1,combo_002,0.503345427645006,0.496654572354994,0.993309144709988,0.2732736705857025,0.8396134909896529,332.92956001803407,0.9092711350531022,0.0,0.08336547523110988,0.9999999139999999,0.8550900518778572,0.3764226847683752,0.4690556511152275,0.29949845256988994,8.510277642551264,2.05561884310225
4,boundary,gp,8.934216198023783,1.4476884772002108,1.3563300033736914,0.6825986825569907,Si1,Si1,combo_002,0.5005598526190647,0.49944014738093534,0.9988802947618707,0.26666114106078165,0.8187760925672497,316.9418378104238,0.8107427473595729,0.0,0.0697925815788869,0.9999999139999999,0.8535487324547084,0.3185182443463113,0.45515433466811117,0.4779129095306767,6.098484206450361,1.963543317165016
5,boundary,gp,11.213283939184173,0.9705530061697943,2.582651482331179,2.0702184573862454,Si1,PU,combo_001,0.5053240719966805,0.4946759280033195,0.989351856006639,0.23837172037324994,0.729630489846916,376.1540139322905,0.898168236231197,0.0,0.21254885550922392,0.9999998879999998,0.8527088925984135,0.5385429525715009,0.4494238644705282,0.25485356158035016,23.21394737881182,2.506600160065401
6,boundary,gp,8.48043377797488,1.4115718716801424,1.5736932937633488,1.7948087869821332,Si1,PU,combo_001,0.49747749920599293,0.5025225007940071,0.9949549984119859,0.22631609695031052,0.6916408177331647,322.7517232511882,0.9694478275671705,0.0,0.1616940110041835,0.9999998879999998,0.8438603188381397,0.3498869431656415,0.43180704212379756,0.09420244575652728,15.220757062129405,2.2213811881280185
7,boundary,gp,8.519678606317502,1.3718203520385504,1.957959913027661,2.1807449331954554,Si1,PU,combo_001,0.5033400836041286,0.49665991639587137,0.9933198327917427,0.2182394746625007,0.6661897712185,327.32414144806376,1.28133229327375,0.0,0.19194153225320457,0.9999998879999998,0.8429262972761455,0.3728455333921947,0.44190956577412127,0.1766519972134496,18.57924595318061,2.6859692571669753
8,boundary,gp,8.731685742931111,1.377926199442634,1.798493694928806,2.3207632001348477,Si1,PU,combo_001,0.5027839390823923,0.4972160609176077,0.9944321218352155,0.22088919244235633,0.6745395600364845,330.731867618675,1.2338137307733519,0.0,0.13642619361132236,0.9999998879999998,0.8377623719028694,0.3784383361089682,0.4342995520836904,0.19404095001290106,20.26417494733663,2.4781915817747895
9,boundary,gp,12.456090376468772,1.1372957727352582,1.5348422154736174,0.605931345348137,Si1,Si1,combo_002,0.49274354394879794,0.5072564560512021,0.9854870878975959,0.20299247161925243,0.6181434258732882,379.7047611302661,1.4145100147419323,0.0,0.24315608691049906,0.9999999139999999,0.8375887212961515,0.5607182996976807,0.4389557565180189,0.09056856076372738,7.547535599591705,1.7455695634737634
10,boundary,gp,13.322082053278097,1.4004201380049512,1.1303101895069994,0.8246264588093812,Si1,PU,combo_001,0.4891982283471421,0.5108017716528579,0.9783964566942842,0.20317147646167097,0.6187075058077455,386.37246721337823,1.200302562054569,0.0,0.2438166670176664,0.9999998879999998,0.8335386283690133,0.5809824783375956,0.4293117900594943,0.14390235797015694,10.985741347562728,1.5829091515777947
11,boundary,gp,15.068010285839105,0.9879028079278214,2.2137073931374873,0.8770421064731426,Si1,PU,combo_001,0.4995255070782616,0.5004744929217384,0.9990510141565232,0.21315539901705538,0.6501688355940124,420.7033224661155,1.147583228995312,0.0,0.09434223623310288,0.9999998879999998,0.8314892996019537,0.6839560188892271,0.41545560574130186,0.4433847029350111,13.215279481451308,2.1869277496111015
12,boundary,gp,15.708677018181714,0.9426166513624246,1.6472614046953893,1.2724714849483405,Si1,Si1,combo_002,0.498556433528869,0.501443566471131,0.997112867057738,0.16989368490015674,0.5138425522719416,429.5716953177319,1.149841384574215,0.0,0.21561809853312636,0.9999999139999999,0.8253498353381188,0.7267555522043792,0.38603758143824496,0.09238129445875144,19.988843571899555,1.5527360292125316
