sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,CellD_x_Resin,Barrier_x_Outer
1,boundary,gp,14.219339442250384,0.8756334052580965,2.3212883000565094,1.337880073434707,Si1,PU,combo_001,0.4952224395732312,0.5047775604267688,0.9904448791464624,0.16933185603604164,0.7742630153595597,407.2413485142389,1.2657118364875573,0.0,0.31889749348961244,0.9999999209999999,0.8736135757435046,0.6563609581493478,0.4891842956577603,0.11154862207288872,19.023770897190968,2.0325975787642596
2,boundary,gp,11.931832120162248,1.0065239770476462,1.1438814128258463,0.7655531261618609,Si1,Si1,combo_002,0.5120343546070067,0.48796564539299325,0.9759312907859865,0.202033238690028,0.9268556819110706,368.58550169352213,0.9512045772708762,0.0,0.13663286301760286,0.9999998979999999,0.8646281473340668,0.5092612175045768,0.5064730788957026,0.3237091911245592,9.134451380428713,1.1513440689083512
3,boundary,gp,14.397370022357027,0.8978274701848822,2.3636959347482014,1.8965217772099172,Si1,PU,combo_001,0.4872827898466561,0.5127172101533439,0.9745655796933121,0.21101778660985868,0.9687797846119596,411.5032957660579,1.0022735994070635,0.0,0.0871480065919255,0.9999999209999999,0.8637948483772852,0.645017225068431,0.5151492974510181,0.1265210274651301,27.304925781949333,2.122191141381268
4,boundary,gp,13.791378278386283,0.8670093229646857,2.3106083667883173,1.8024329882972694,Si1,PU,combo_001,0.5029714889242074,0.4970285110757926,0.9940570221515852,0.1864345209582099,0.85406824173865,405.35163042109326,0.9577215039315767,0.0,0.11545902844074371,0.9999999209999999,0.8617951804946856,0.6273833721946516,0.47800331237083427,0.09369581022831268,24.858035163049838,2.003318995725677
5,boundary,gp,12.038987459629933,0.7542803271887953,2.7728348868083885,2.2505999152160934,Si1,PU,combo_001,0.5001577693374518,0.4998422306625482,0.9996844613250964,0.18778453420824665,0.8603677344507072,388.5717567524068,0.7602572301173322,0.0,0.07813451595077658,0.9999999209999999,0.8613295553672624,0.5672231049414852,0.4690975680378247,0.46317933941071837,27.094944155930737,2.0914948056623377
6,boundary,gp,11.560413984632689,0.6926682701006945,2.1956728027321972,1.106434328178464,Si1,Si1,combo_002,0.5062951038648436,0.49370489613515645,0.9874097922703129,0.17539746743344165,0.802566644817309,372.2889456237355,1.048447093171095,0.0,0.1933709778506516,0.9999998979999999,0.8600486097943905,0.5278170279790815,0.4741969977757453,0.2722340805249322,12.79083888055199,1.5208728819756545
7,boundary,gp,14.133390805436708,0.9420714312404308,1.7624606841320611,0.9283913918888522,Si1,PU,combo_001,0.4924126475545272,0.5075873524454728,0.9848252951090544,0.15692653945222887,0.7163767676443146,403.1313842168061,1.384515081737594,0.0,0.2914495683457872,0.9999999209999999,0.8580873756281224,0.6411282792351214,0.46812311706526494,0.08438750581217098,13.121318361968491,1.6603638592052796
8,boundary,gp,11.828249127462563,0.7159320956463895,2.0277352434332196,1.1997664752285386,Si1,Si1,combo_002,0.4865731983582826,0.5134268016417174,0.9731463967165652,0.189791382482621,0.8697321803761688,376.7903933175948,0.947330941245005,0.0,0.1643536758339275,0.9999998979999999,0.8579370137666074,0.5388239925562108,0.49052984911254743,0.2963328832919693,14.191136763780797,1.4517207422471867
9,boundary,gp,11.72426115432633,0.9795586034834965,1.7925445491383152,1.623291119299002,Si1,PU,combo_001,0.4964349592249384,0.5035650407750616,0.9928699184498768,0.1749646036520116,0.80054679631852,372.33528781918034,1.130587742645198,0.0,0.10784841918177906,0.9999999209999999,0.8520902842986314,0.5200713575882051,0.46295449136566924,0.4023698598001711,19.031889012160196,1.755902435235882
10,boundary,gp,14.333427707090355,0.838805768535338,2.558720680899886,1.2526074496857937,Si1,PU,combo_001,0.5158693986929954,0.4841306013070046,0.9682612026140092,0.17385971396269942,0.7953911102204319,408.1968435702201,1.2824079529718135,0.0,0.22468313819257063,0.9999999209999999,0.8515711721354529,0.6501961678254586,0.4829130201516491,0.21050935205407126,17.954158325434143,2.146269667209492
11,boundary,gp,9.862887473356485,1.0501099580903601,2.187092268124898,1.2076125889026796,Si1,PU,combo_001,0.49297031049081674,0.5070296895091833,0.9859406209816335,0.12891015832382577,0.585645466502058,336.2562227938191,1.6274165468819888,0.0,0.31233201927548904,0.9999999209999999,0.8418038118445056,0.42654048075462814,0.43227972355822447,0.09055018879943112,11.910547075755835,2.2966873700203876
12,boundary,gp,9.863695150707155,1.002064455589145,2.4261170627515254,1.4893349936130054,Si1,PU,combo_001,0.5146124766892015,0.4853875233107985,0.970775046621597,0.1569815934677392,0.7166336631743899,340.7370623459892,1.5649139681395565,0.0,0.21755631429575206,0.9999999209999999,0.8403446222162171,0.4312121901848963,0.46216458012524714,0.2565344076432152,14.690346354279074,2.4311256736816427
