segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,32,0.5,0.4117647058823529,0.4666666666666667,0.5
Non-boundary,311,0.8617363344051447,0.8368794326241135,0.8458781362007168,0.1382636655948553
Overall,343,0.8279883381924198,0.7911392405063291,0.8090614886731392,0.17201166180758018
