bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,121,0.05785123966942149,False
0.2-0.4,0.30000000000000004,52,0.3076923076923077,False
0.4-0.6,0.5,32,0.5,True
0.6-0.8,0.7000000000000001,46,0.3695652173913043,False
0.8-1.0,0.9,92,0.03260869565217391,False
