discrete_combo_id,B_Barrier_Type,D_Barrier_Outer_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,Si1,PU,188,106,82,0.5638297872340425,0.43617021276595747,284.0430047,360.7611704084905,432.8030357
combo_002,Si1,Si1,155,79,76,0.5096774193548387,0.49032258064516127,290.2857717,373.30382748860757,434.7637791
