input_csv,input_n,batch_size,selected_model,gp_score,mlp_score,gp_composite_score,mlp_composite_score,holdout_accuracy,holdout_precision,holdout_recall,holdout_f1,holdout_tp,holdout_fn,holdout_tn,holdout_fp,holdout_tmax_rmse,holdout_tmax_r2,holdout_tmax_n,boundary_count,notp_high_tmax_count,uncertainty_sparse_count,random_check_count,fill_mixed_count,n_unique_combos_selected,uncertainty_metric_source,uncertainty_high_threshold,uncertainty_mean,uncertainty_p90,uncertainty_high_ratio,itr_num,itr_folder
Initial_dataset.csv,140,23,gp,0.9697204301075268,,,,0.92,0.8333333333333334,0.9722222222222222,0.8974358974358975,35,1,57,7,2.431024872483508,0.995054798088168,64,17,3,2,1,0,9,clf_uncertainty_scaled,0.7,0.6495571950688739,0.8333818685657325,0.4782608695652174,1,Itr_1
Itr_1_dataset.csv,163,23,gp,0.9313846593112582,,,,0.98,1.0,0.9444444444444444,0.9714285714285714,34,2,64,0,2.3341040833761117,0.9954412512132149,64,17,3,2,1,0,8,clf_uncertainty_scaled,0.7,0.6633259939189715,0.8431108668179432,0.4782608695652174,2,Itr_2
Itr_2_dataset.csv,186,23,gp,0.827854056789254,,,,0.95,0.918918918918919,0.9444444444444444,0.9315068493150684,34,2,61,3,2.2419255351450844,0.9957942099322854,64,17,3,2,1,0,9,clf_uncertainty_scaled,0.7,0.5727901851114351,0.8691764193034234,0.2608695652173913,3,Itr_3
