discrete_combination_id,group_min_distance
1,0.7283169543428091
2,0.9171247058471247
3,0.8156497881563131
4,0.8229525159951934
5,0.7998989393584857
6,0.8359005223080955
7,0.7608023498469821
8,0.6689277953421027
9,0.6658933410362937
10,0.805942611724663
11,0.7429536151293765
12,0.7192076921465773
13,0.815277971037402
14,0.7381921977928158
15,0.7421752609544856
16,0.684340960050897
17,0.8353054366360194
18,0.8079087348586147
19,0.7900120755864402
20,0.7897490358638475
21,0.7264281629408349
22,0.8437889874515
23,0.7344046511548193
24,0.7204148758942649
25,0.864803182075488
26,0.9017785824611275
27,0.7834647590448893
28,0.683886424962616
29,0.7172562362258055
30,0.825837764084449
31,0.6775479271748734
32,0.858446459740114
33,0.9009129245324038
34,0.8375089151620527
35,0.8228180284348151
36,0.7663773823965376
37,0.786409751174641
38,0.7706641274280133
39,0.7972397893693157
40,0.8621425240468349
41,0.7443431422984808
42,0.8573762585073263
43,0.8679097477630716
44,0.8091485644935237
45,0.7463062355759316
46,0.7848666867692395
47,0.8458515774138456
48,0.8508221456689201
