bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,22,0.0,False
0.2-0.4,0.30000000000000004,21,0.0,False
0.4-0.6,0.5,1,1.0,True
0.6-0.8,0.7000000000000001,4,0.0,False
0.8-1.0,0.9,32,0.03125,False
