TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,B_Barrier_Type,discrete_combo_id,Eval#,MaxT_TB_Center,MaxT_TB_Top,MaxT_TB_Btm,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 16,CellD_x_Resin,oof_tmax_pred,oof_MaxT_TB_Top_pred,oof_MaxT_TB_Btm_pred,oof_MaxT_Adj_Y_pred,oof_MaxT_Adj_Z_pred,oof_Max_Power_pred,oof_Time_MaxT_pred
0.0,0,0,False,0.2081564325915224,0.7918435674084776,False,0.2918435674084776,0.23640782892788156,2_2_1_0,13.62064854,2.233007376,1.893774292,3.453895132,ETI,combo_001,1.0,123.7814469,114.8687825,121.4281739,166.9135213,-0.173679459,0.112040882,847.8564214,312.7,140.1,Initial,25.794434045419333,123.23921925750619,114.92401698662357,121.75018127450775,-0.4938682509629752,0.1129522616614146,841.7719052044201,315.5355190114496
1.0,1,1,False,0.9358966540017946,0.06410334599820544,False,0.43589665400179456,0.3315114605791475,3_0_2_1,15.4212917,1.059793309,2.327644861,12.72983229,ETI,combo_001,2.0,115.9605143,99.130613,113.9749824,544.9556682,-0.214512458,0.092946689,2056.781355,117.000001,81.5,,35.89529037548695,146.33775153952803,133.73333889523633,141.9051132454702,-0.4336548507880361,0.11131666210937216,1903.2380903004455,269.682300693083
1.0,1,1,False,0.7266083672993204,0.27339163270067957,False,0.22660836729932043,0.17731562284217728,3_0_0_1,14.69924287,1.403003879,1.409897549,12.63060293,ETI,combo_001,3.0,125.5401894,112.6551433,121.0941455,718.0871019,-0.177063498,0.105172378,1497.836541,185.300001,95.1,,20.72442649456873,140.57106986851204,131.27299279185615,133.85094577191032,-0.49217730132738363,0.11631965407916992,1506.4338642328628,246.93311216524313
1.0,1,1,False,0.702149211728738,0.297850788271262,False,0.202149211728738,0.16508913188701602,2_0_2_0,13.11039268,1.394320747,2.213860506,0.822784095,ETI,combo_001,4.0,128.9743768,116.486459,127.1904038,592.1842414,-0.490351437,0.107866163,1498.568107,202.500001,90.4,,29.024580572403497,144.93528778011634,131.2140741708352,137.37001458663138,-0.4964838195905994,0.11148555932677287,1491.186447175935,244.75752268825178
0.0,0,0,False,0.061051801033386255,0.9389481989666137,False,0.43894819896661375,0.2535921713239621,0_1_3_0,11.12368179,1.794243017,2.632029304,5.731029041,ETI,combo_001,5.0,130.0436429,120.3971253,129.3444118,182.1881694,-0.501700525,0.107203005,1084.736004,270.2,111.4,,29.27785643965117,130.5160714951295,121.75065123651278,130.24360209457913,-0.4952920070612854,0.10699300039059352,1097.7541487434805,268.4775896265286
0.0,0,0,False,0.30720523172374214,0.6927947682762579,False,0.19279476827625786,0.2356921467806825,1_3_1_3,12.12531974,2.726928024,1.762602773,25.79994151,ETI,combo_001,6.0,116.0698585,107.8407264,111.426216,145.5462318,-0.488265863,0.115023343,603.9073195,372.1,125.7,,21.37212219723564,115.32270933345228,108.46702347605635,112.83266727535356,-0.4972528756893552,0.11461399661578336,613.309700015507,366.37609621176085
0.0,0,0,False,0.14360150318509568,0.8563984968149043,False,0.3563984968149043,0.2088362639444847,1_2_2_1,11.74369257,2.056341711,2.370376654,9.976600272,ETI,combo_001,7.0,125.4561819,115.1769443,123.6119816,171.1489608,-0.495937611,0.108404274,917.3473561,293.7,125.3,,27.836974699681264,125.51446200658195,116.2602960178476,124.37222002654094,-0.49209687936739765,0.1074468229166618,912.3160744662714,292.33148666868937
1.0,1,1,False,0.9547275292908353,0.045272470709164736,False,0.45472752929083526,0.14558246541680245,2_0_2_0,14.40380371,1.11969452,2.23841178,3.197426084,ETI,combo_001,8.0,116.8034285,99.1699396,114.1953321,541.7288928,-0.210051338,0.096010988,1934.580784,120.300001,81.0,,32.2416439012717,155.43648710564122,138.36205399673835,145.81263027313716,-0.4413529643439216,0.1159717330029163,1796.9536916740026,237.3762914300599
0.0,0,0,False,0.23534535170961135,0.7646546482903886,False,0.26465464829038865,0.24939047305241596,1_0_1_2,11.72224902,1.437487493,1.970342224,19.34435109,ETI,combo_001,9.0,138.0473719,128.5805146,133.5062113,201.9928467,-0.509820703,0.111201797,1418.838351,239.5,90.1,,23.09684220434862,135.9015573404145,129.5120407767918,133.30174118727834,-0.4966749266525047,0.1106927316459468,1370.747613937575,248.27427565534708
1.0,1,1,False,0.9326713691802979,0.06732863081970208,False,0.4326713691802979,0.20453416615406061,3_0_1_0,14.92665386,1.303068539,1.676088367,1.535872215,ETI,combo_001,10.0,118.7418755,102.782789,114.8147597,827.7120641,-0.189193703,0.100010609,1629.621841,149.100001,90.6,,25.018390892981646,146.41094222073968,133.2708796099971,135.52711953905347,-0.4532209862176275,0.11615647111730332,1620.0755551354146,238.595731667723
