accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.8421052631578947,0.7931034482758621,0.8846153846153846,0.8363636363636363,"[[25, 6], [3, 23]]",1.0998604275744275,1.5138344152848198,0.9978566121245617,31,gp,0,gp_cv
0.8421052631578947,0.7931034482758621,0.8846153846153846,0.8363636363636363,"[[25, 6], [3, 23]]",1.4772858113372151,2.1959483961570663,0.9967894867715882,31,gp,1,gp_cv
0.75,0.7,0.8076923076923077,0.75,"[[21, 9], [5, 21]]",1.232317624854928,1.8266888082017225,0.9977438928522667,30,gp,2,gp_cv
0.8571428571428571,0.95,0.7307692307692307,0.8260869565217391,"[[29, 1], [7, 19]]",1.0590831422832687,1.7634115854008252,0.9975507589639449,30,gp,3,gp_cv
0.7142857142857143,0.7142857142857143,0.6,0.6521739130434783,"[[25, 6], [10, 15]]",0.8441710701387632,1.216030222904575,0.9992583348123274,31,gp,4,gp_cv
0.7543859649122807,0.7,0.8076923076923077,0.75,"[[22, 9], [5, 21]]",2.5104965889364896,2.976906922285455,0.9917115268830996,31,mlp,0,mlp_cv
0.9122807017543859,0.92,0.8846153846153846,0.9019607843137255,"[[29, 2], [3, 23]]",2.5240956009072546,3.4672112830850708,0.9919962997022955,31,mlp,1,mlp_cv
0.8214285714285714,0.7666666666666667,0.8846153846153846,0.8214285714285714,"[[23, 7], [3, 23]]",1.9245859477994751,2.5448349089769264,0.995621253403155,30,mlp,2,mlp_cv
0.8214285714285714,0.8636363636363636,0.7307692307692307,0.7916666666666666,"[[27, 3], [7, 19]]",2.7047417672005207,3.89755953257954,0.9880350837590572,30,mlp,3,mlp_cv
0.8035714285714286,0.7692307692307693,0.8,0.7843137254901961,"[[25, 6], [5, 20]]",2.3523850474924446,3.5676654298504555,0.9936160805733781,31,mlp,4,mlp_cv
