discrete_combination_id,group_min_distance
1,0.7023935219408649
2,0.7688794878999615
3,0.7480988730137413
4,0.7392309365312285
5,0.7252207831749491
6,0.7218512990502032
7,0.7603890936296306
8,0.7642272614017557
