discrete_combination_id,group_min_distance
1,0.8130111816111836
2,0.8282611649561145
3,0.7178893242443198
4,0.6598486239514573
5,0.803636278412205
6,0.8290432948505712
7,0.8679814654835585
8,0.8261276363555133
9,0.7394984520120517
10,0.6671626488557768
11,0.8424890277650999
12,0.7782302323883356
13,0.9562726588054388
14,0.7347305601768506
15,0.8605788588351501
16,0.7432808536380071
17,0.7336219324420972
18,0.7999503989037876
19,0.7631171682966148
20,0.8707017811893134
21,0.7102130901139756
22,0.7541827127864322
23,0.7682423969300224
24,0.873720402727657
25,0.7379875144180286
26,0.8146174004639927
27,0.8681811790412345
28,0.8742752698596766
29,0.8476212260890904
30,0.8958658837337145
31,0.7706758445440405
32,0.8014195568156816
33,0.7380322589927372
34,0.8206379601611469
35,0.9055093447945023
36,0.6964807684500285
37,0.828851752443496
38,0.8434700072635498
39,0.8569446464628863
40,0.8903611614338114
41,0.7011018472995784
42,0.803225661328053
43,0.8517693023397602
44,0.8038929019871159
45,0.8461870859770708
46,0.7907827064665461
47,0.65452877133211
48,0.6687505990312653
