bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,23,0.0,False
0.2-0.4,0.30000000000000004,32,0.25,False
0.4-0.6,0.5,7,0.2857142857142857,True
0.6-0.8,0.7000000000000001,18,0.2222222222222222,False
0.8-1.0,0.9,38,0.02631578947368421,False
