segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,50,0.62,0.6153846153846154,0.6274509803921569,0.38
Non-boundary,196,0.8520408163265306,0.851063829787234,0.8465608465608465,0.14795918367346939
Overall,246,0.8048780487804879,0.8,0.8,0.1951219512195122
