segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,37,0.43243243243243246,0.4782608695652174,0.5116279069767442,0.5675675675675675
Non-boundary,227,0.8325991189427313,0.8490566037735849,0.8256880733944955,0.16740088105726872
Overall,264,0.7765151515151515,0.7829457364341085,0.7739463601532567,0.22348484848484848
