bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,80,0.05,False
0.2-0.4,0.30000000000000004,35,0.34285714285714286,False
0.4-0.6,0.5,37,0.5675675675675675,True
0.6-0.8,0.7000000000000001,36,0.4166666666666667,False
0.8-1.0,0.9,76,0.09210526315789473,False
